,Rooms,Type,Price,Method,Distance,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Regionname
832,4,h,1255000.0,S,11.7,2.0,2.0,438.0,210.0,19.0,Southern Metropolitan
833,2,h,633000.0,S,11.7,1.0,1.0,276.0,92.0,59.0,Southern Metropolitan
834,2,h,1350000.0,S,11.7,1.0,2.0,593.0,82.0,74.0,Southern Metropolitan
835,3,h,570000.0,S,11.7,1.0,1.0,384.0,112.0,74.0,Southern Metropolitan
836,3,t,745000.0,S,11.7,1.0,2.0,228.0,126.0,26.0,Southern Metropolitan
837,5,h,2150000.0,S,11.7,4.0,2.0,643.0,380.0,10.0,Southern Metropolitan
838,3,u,746000.0,S,11.7,1.0,2.0,308.0,92.0,29.0,Southern Metropolitan
839,3,h,1540000.0,S,11.7,2.0,2.0,653.0,120.0,74.0,Southern Metropolitan
840,4,t,1270000.0,S,11.7,2.0,2.0,399.0,212.0,19.0,Southern Metropolitan
841,4,t,900000.0,VB,11.7,3.0,2.0,381.0,176.0,11.0,Southern Metropolitan
842,4,h,1250000.0,SA,11.7,2.0,2.0,499.0,220.0,19.0,Southern Metropolitan
843,4,h,1410000.0,S,11.7,2.0,3.0,739.0,182.0,54.0,Southern Metropolitan
844,4,u,800000.0,PI,11.7,2.0,1.0,0.0,150.0,74.0,Southern Metropolitan
845,3,t,702000.0,S,11.7,2.0,1.0,170.0,106.0,23.0,Southern Metropolitan
846,4,h,2650000.0,S,7.8,2.0,1.0,652.0,189.0,134.0,Southern Metropolitan
847,2,u,729000.0,S,7.8,1.0,1.0,137.0,87.0,54.0,Southern Metropolitan
848,5,h,2600000.0,VB,7.8,4.0,1.0,708.0,348.0,84.0,Southern Metropolitan
849,3,h,1650000.0,S,7.8,2.0,2.0,305.0,189.0,26.0,Southern Metropolitan
850,2,u,615000.0,S,7.8,1.0,1.0,1107.0,68.0,64.0,Southern Metropolitan
851,3,h,1987000.0,S,7.8,2.0,2.0,706.0,164.0,64.0,Southern Metropolitan
852,2,u,683000.0,S,7.8,1.0,1.0,146.0,86.0,54.0,Southern Metropolitan
853,3,h,1690000.0,PI,7.8,2.0,1.0,777.0,154.0,74.0,Southern Metropolitan
854,2,u,430000.0,VB,7.8,1.0,1.0,0.0,56.0,13.0,Southern Metropolitan
855,4,h,2600000.0,VB,7.8,2.0,2.0,600.0,232.0,127.0,Southern Metropolitan
856,3,h,2325000.0,PI,7.8,2.0,2.0,1133.0,131.0,94.0,Southern Metropolitan
857,2,u,435000.0,SP,7.8,1.0,1.0,896.0,77.0,64.0,Southern Metropolitan
858,3,h,2000000.0,S,7.8,1.0,2.0,821.0,105.0,99.0,Southern Metropolitan
859,3,h,1302000.0,S,7.8,1.0,1.0,427.0,115.0,86.0,Southern Metropolitan
860,3,h,1622000.0,SP,7.8,1.0,1.0,544.0,160.0,94.0,Southern Metropolitan
861,2,u,502000.0,PI,7.8,1.0,1.0,0.0,77.0,59.0,Southern Metropolitan
862,2,u,435000.0,SP,7.8,1.0,1.0,896.0,77.0,64.0,Southern Metropolitan
863,3,u,591000.0,PI,7.8,1.0,1.0,0.0,89.0,64.0,Southern Metropolitan
864,5,h,2608000.0,S,7.8,2.0,4.0,730.0,3112.0,104.0,Southern Metropolitan
865,3,h,1780000.0,S,7.8,1.0,1.0,769.0,133.0,94.0,Southern Metropolitan
866,3,h,2250000.0,S,7.8,2.0,2.0,656.0,225.0,15.0,Southern Metropolitan
867,2,h,895000.0,PI,7.8,1.0,1.0,424.0,95.0,94.0,Southern Metropolitan
868,3,h,1800000.0,SP,7.8,2.0,0.0,584.0,213.0,104.0,Southern Metropolitan
869,2,u,900000.0,S,7.8,1.0,1.0,150.0,88.0,54.0,Southern Metropolitan
870,5,h,2700000.0,VB,7.8,3.0,2.0,802.0,317.0,30.0,Southern Metropolitan
871,2,u,530000.0,PI,7.8,1.0,1.0,0.0,76.0,64.0,Southern Metropolitan
872,4,h,2228000.0,S,7.8,2.0,2.0,813.0,163.0,64.0,Southern Metropolitan
873,3,h,1602500.0,S,7.8,1.0,1.0,405.0,102.0,94.0,Southern Metropolitan
874,3,h,2177000.0,S,7.8,1.0,2.0,635.0,130.0,104.0,Southern Metropolitan
875,3,h,3400000.0,S,7.8,2.0,4.0,877.0,146.0,64.0,Southern Metropolitan
876,3,h,2105000.0,S,7.8,1.0,2.0,692.0,164.0,84.0,Southern Metropolitan
877,3,t,1625000.0,S,7.8,2.0,2.0,283.0,160.0,34.0,Southern Metropolitan
878,3,h,3300000.0,S,7.8,3.0,2.0,417.0,220.0,8.0,Southern Metropolitan
879,2,u,667000.0,S,7.8,1.0,1.0,83.0,81.0,64.0,Southern Metropolitan
880,4,h,2015000.0,S,7.8,1.0,4.0,772.0,145.0,104.0,Southern Metropolitan
881,2,u,700000.0,S,7.8,1.0,1.0,631.0,75.0,54.0,Southern Metropolitan
882,4,h,3225000.0,S,7.8,3.0,1.0,632.0,270.0,134.0,Southern Metropolitan
883,5,h,3320000.0,SP,7.8,4.0,2.0,741.0,407.0,15.0,Southern Metropolitan
884,5,h,2125000.0,PI,7.8,3.0,2.0,603.0,282.0,44.0,Southern Metropolitan
885,4,h,2030000.0,S,7.8,2.0,2.0,686.0,210.0,64.0,Southern Metropolitan
886,4,h,2750000.0,PI,7.8,3.0,1.0,0.0,257.0,112.0,Southern Metropolitan
887,4,h,2000000.0,VB,7.8,3.0,4.0,697.0,271.0,44.0,Southern Metropolitan
888,5,h,2250000.0,PI,7.8,5.0,1.0,639.0,453.0,14.0,Southern Metropolitan
889,5,h,2740000.0,S,7.8,2.0,2.0,643.0,363.0,19.0,Southern Metropolitan
890,4,h,2950000.0,S,9.0,2.0,2.0,687.0,215.0,89.0,Southern Metropolitan
891,3,h,1587500.0,S,9.0,1.0,1.0,459.0,130.0,104.0,Southern Metropolitan
892,2,u,830000.0,S,9.0,1.0,1.0,110.0,83.0,64.0,Southern Metropolitan
893,4,h,2375000.0,S,9.0,2.0,1.0,653.0,229.0,114.0,Southern Metropolitan
894,5,h,2900000.0,PI,9.0,2.0,2.0,795.0,297.0,114.0,Southern Metropolitan
895,3,h,2200000.0,VB,9.0,3.0,2.0,468.0,148.0,134.0,Southern Metropolitan
896,4,h,2620000.0,S,9.0,1.0,1.0,717.0,235.0,134.0,Southern Metropolitan
897,2,h,1305000.0,S,9.0,1.0,1.0,342.0,104.0,79.0,Southern Metropolitan
898,3,h,928000.0,S,9.0,2.0,1.0,145.0,140.0,26.0,Southern Metropolitan
899,5,h,2930000.0,S,9.0,3.0,4.0,645.0,222.0,19.0,Southern Metropolitan
900,4,h,2950000.0,PI,9.0,2.0,3.0,812.0,173.0,97.0,Southern Metropolitan
901,2,u,722000.0,S,9.0,1.0,1.0,0.0,92.0,59.0,Southern Metropolitan
902,5,h,2350000.0,VB,9.0,2.0,4.0,838.0,282.0,114.0,Southern Metropolitan
903,3,h,1640000.0,PI,9.0,3.0,2.0,352.0,207.0,27.0,Southern Metropolitan
904,3,h,1680000.0,S,9.0,2.0,1.0,325.0,197.0,114.0,Southern Metropolitan
905,5,h,3550000.0,VB,9.0,4.0,4.0,684.0,427.0,11.0,Southern Metropolitan
906,4,h,3400000.0,S,9.0,1.0,4.0,845.0,411.0,16.0,Southern Metropolitan
907,3,h,1850000.0,PI,9.0,2.0,2.0,361.0,216.0,29.0,Southern Metropolitan
908,4,h,3145000.0,S,9.0,2.0,2.0,796.0,276.0,12.0,Southern Metropolitan
909,4,h,1425000.0,S,3.2,3.0,0.0,122.0,130.0,134.0,Northern Metropolitan
910,3,h,2950000.0,SP,3.2,1.0,2.0,499.0,164.0,114.0,Northern Metropolitan
911,4,h,2175000.0,S,3.2,1.0,0.0,418.0,163.0,104.0,Northern Metropolitan
912,2,h,800000.0,PI,3.2,1.0,1.0,73.0,104.0,15.0,Northern Metropolitan
913,4,h,2718000.0,S,3.2,2.0,0.0,538.0,142.0,9.0,Northern Metropolitan
914,2,h,2400000.0,S,3.2,2.0,0.0,413.0,172.0,124.0,Northern Metropolitan
915,4,h,2520000.0,S,3.2,2.0,2.0,504.0,168.0,134.0,Northern Metropolitan
916,3,h,2050000.0,S,3.2,2.0,0.0,84.0,148.0,54.0,Northern Metropolitan
917,4,h,1950000.0,S,3.2,2.0,2.0,207.0,162.0,124.0,Northern Metropolitan
918,1,u,437000.0,S,3.2,1.0,1.0,0.0,56.0,54.0,Northern Metropolitan
919,2,u,520000.0,VB,3.2,1.0,1.0,0.0,86.0,84.0,Northern Metropolitan
920,2,u,570000.0,S,3.2,1.0,1.0,0.0,76.0,49.0,Northern Metropolitan
921,3,u,820000.0,S,11.4,1.0,2.0,0.0,96.0,35.0,Southern Metropolitan
922,2,t,795000.0,S,11.4,2.0,1.0,133.0,104.0,15.0,Southern Metropolitan
923,2,u,600000.0,SP,11.4,1.0,1.0,73.0,61.0,54.0,Southern Metropolitan
924,3,h,1295000.0,S,11.4,1.0,2.0,425.0,166.0,64.0,Southern Metropolitan
925,2,u,510000.0,S,11.4,1.0,1.0,0.0,69.0,54.0,Southern Metropolitan
926,1,u,346000.0,S,11.4,1.0,1.0,60.0,48.0,54.0,Southern Metropolitan
927,3,t,860000.0,SP,11.4,2.0,1.0,1113.0,113.0,34.0,Southern Metropolitan
928,2,u,772000.0,S,11.4,1.0,2.0,0.0,100.0,51.0,Southern Metropolitan
929,4,h,1506000.0,S,11.4,2.0,2.0,561.0,204.0,99.0,Southern Metropolitan
930,3,t,675000.0,PI,11.4,2.0,1.0,0.0,107.0,34.0,Southern Metropolitan
931,2,u,525000.0,SP,11.4,1.0,2.0,0.0,67.0,15.0,Southern Metropolitan
932,1,u,290000.0,S,11.4,1.0,1.0,0.0,50.0,64.0,Southern Metropolitan
933,2,u,360000.0,VB,11.4,1.0,1.0,0.0,70.0,54.0,Southern Metropolitan
934,2,h,967500.0,S,11.4,1.0,2.0,299.0,115.0,94.0,Southern Metropolitan
935,1,u,330000.0,S,11.4,1.0,1.0,0.0,33.0,54.0,Southern Metropolitan
936,3,h,1600000.0,S,11.4,2.0,2.0,751.0,40.0,101.0,Southern Metropolitan
937,3,u,1008000.0,S,11.4,2.0,1.0,300.0,130.0,34.0,Southern Metropolitan
938,3,u,1170000.0,S,11.4,1.0,2.0,0.0,170.0,99.0,Southern Metropolitan
939,4,h,1830000.0,S,11.4,2.0,2.0,687.0,237.0,41.0,Southern Metropolitan
940,1,u,250000.0,PI,11.4,1.0,1.0,0.0,34.0,64.0,Southern Metropolitan
941,2,t,930000.0,S,11.4,2.0,1.0,166.0,170.0,15.0,Southern Metropolitan
942,2,u,465000.0,S,11.4,1.0,1.0,0.0,56.0,54.0,Southern Metropolitan
943,4,h,1550000.0,VB,11.4,2.0,2.0,757.0,133.0,94.0,Southern Metropolitan
944,2,t,707000.0,SA,11.4,1.0,1.0,144.0,96.0,24.0,Southern Metropolitan
945,2,u,804000.0,S,11.4,2.0,1.0,0.0,86.0,31.0,Southern Metropolitan
946,4,h,1501000.0,S,11.4,2.0,1.0,598.0,201.0,54.0,Southern Metropolitan
947,3,t,970000.0,PI,11.4,2.0,2.0,325.0,223.0,19.0,Southern Metropolitan
948,2,h,817500.0,S,11.4,1.0,1.0,211.0,102.0,22.0,Southern Metropolitan
949,4,h,1450000.0,PI,11.4,2.0,2.0,557.0,200.0,86.0,Southern Metropolitan
950,2,t,855000.0,S,11.4,1.0,1.0,158.0,106.0,30.0,Southern Metropolitan
951,2,h,675000.0,S,11.4,1.0,1.0,0.0,90.0,56.0,Southern Metropolitan
952,2,u,588000.0,SP,11.4,1.0,1.0,133.0,71.0,13.0,Southern Metropolitan
953,2,u,455000.0,S,11.4,1.0,1.0,0.0,73.0,54.0,Southern Metropolitan
954,3,u,920000.0,SP,11.4,2.0,1.0,283.0,250.0,19.0,Southern Metropolitan
955,2,u,656000.0,S,11.4,1.0,1.0,103.0,82.0,54.0,Southern Metropolitan
956,2,h,930000.0,S,11.4,1.0,1.0,264.0,110.0,94.0,Southern Metropolitan
957,2,u,415000.0,S,11.4,1.0,1.0,0.0,64.0,54.0,Southern Metropolitan
958,2,u,650000.0,S,11.4,1.0,1.0,174.0,80.0,49.0,Southern Metropolitan
959,3,h,1360000.0,S,11.4,2.0,2.0,282.0,182.0,14.0,Southern Metropolitan
960,1,u,350000.0,S,11.4,1.0,1.0,0.0,53.0,44.0,Southern Metropolitan
961,3,h,1430000.0,S,11.4,2.0,2.0,603.0,166.0,79.0,Southern Metropolitan
962,3,h,1490000.0,S,11.4,2.0,1.0,371.0,167.0,109.0,Southern Metropolitan
963,3,h,1125000.0,PI,11.4,1.0,1.0,604.0,120.0,99.0,Southern Metropolitan
964,2,u,405000.0,PI,11.4,1.0,1.0,967.0,72.0,54.0,Southern Metropolitan
965,4,h,1655000.0,PI,11.4,2.0,2.0,595.0,221.0,109.0,Southern Metropolitan
966,3,t,808000.0,S,11.4,1.0,1.0,111.0,116.0,26.0,Southern Metropolitan
967,2,u,370000.0,VB,11.4,1.0,1.0,0.0,68.0,74.0,Southern Metropolitan
968,4,h,1880000.0,S,11.4,2.0,3.0,932.0,270.0,54.0,Southern Metropolitan
969,2,u,585000.0,S,11.4,1.0,1.0,108.0,67.0,54.0,Southern Metropolitan
970,2,u,450000.0,S,11.4,1.0,1.0,0.0,72.0,54.0,Southern Metropolitan
971,3,t,860000.0,S,11.4,1.0,2.0,277.0,135.0,46.0,Southern Metropolitan
972,2,u,605000.0,S,11.4,1.0,1.0,0.0,70.0,51.0,Southern Metropolitan
973,4,h,1518000.0,S,11.4,3.0,2.0,454.0,275.0,24.0,Southern Metropolitan
974,2,u,632500.0,S,11.4,1.0,1.0,99.0,98.0,59.0,Southern Metropolitan
975,2,u,435000.0,S,11.4,1.0,1.0,0.0,60.0,44.0,Southern Metropolitan
976,2,u,468250.0,S,11.4,1.0,1.0,912.0,75.0,16.0,Southern Metropolitan
977,3,h,1716000.0,S,11.4,2.0,1.0,817.0,130.0,99.0,Southern Metropolitan
978,1,u,365000.0,S,11.4,1.0,1.0,0.0,48.0,64.0,Southern Metropolitan
979,2,u,722500.0,S,8.9,1.0,1.0,0.0,100.0,64.0,Southern Metropolitan
980,2,u,550000.0,VB,8.9,1.0,1.0,806.0,78.0,64.0,Southern Metropolitan
981,4,h,131000.0,PI,8.9,1.0,2.0,499.0,155.0,104.0,Southern Metropolitan
982,3,h,1750000.0,S,8.1,2.0,2.0,692.0,313.0,69.0,Southern Metropolitan
983,2,u,580000.0,SP,8.1,1.0,1.0,934.0,68.0,12.0,Southern Metropolitan
984,3,h,2005000.0,PI,8.1,2.0,3.0,361.0,237.0,10.0,Southern Metropolitan
985,2,u,420000.0,VB,8.1,1.0,1.0,0.0,56.0,12.0,Southern Metropolitan
986,1,u,290000.0,VB,8.1,1.0,1.0,952.0,43.0,54.0,Southern Metropolitan
987,3,h,1400000.0,SP,8.1,1.0,0.0,270.0,139.0,114.0,Southern Metropolitan
988,2,u,450000.0,S,8.1,1.0,1.0,1092.0,63.0,10.0,Southern Metropolitan
989,2,u,536000.0,S,8.1,1.0,1.0,771.0,82.0,64.0,Southern Metropolitan
990,2,u,550000.0,VB,8.1,1.0,1.0,0.0,67.0,13.0,Southern Metropolitan
991,4,h,2170000.0,S,8.1,2.0,1.0,810.0,215.0,109.0,Southern Metropolitan
992,3,h,1577500.0,S,9.3,2.0,2.0,357.0,144.0,89.0,Southern Metropolitan
993,3,h,1460000.0,S,9.3,1.0,2.0,451.0,121.0,64.0,Southern Metropolitan
994,1,u,275500.0,PI,9.3,1.0,1.0,0.0,44.0,64.0,Southern Metropolitan
995,2,h,1065000.0,S,9.3,1.0,1.0,273.0,114.0,94.0,Southern Metropolitan
996,4,t,1030000.0,VB,9.3,2.0,2.0,216.0,165.0,29.0,Southern Metropolitan
997,2,h,1225000.0,S,9.3,1.0,2.0,284.0,99.0,84.0,Southern Metropolitan
998,3,h,1450000.0,S,9.3,2.0,1.0,478.0,120.0,99.0,Southern Metropolitan
999,4,h,1774500.0,S,9.3,2.0,2.0,575.0,256.0,16.0,Southern Metropolitan
1000,2,u,525500.0,S,9.3,1.0,1.0,831.0,80.0,54.0,Southern Metropolitan
1001,2,h,825000.0,S,9.3,1.0,1.0,367.0,85.0,94.0,Southern Metropolitan
1002,2,h,1262000.0,S,9.3,2.0,2.0,464.0,272.0,8.0,Southern Metropolitan
1003,2,h,1340000.0,S,9.3,1.0,1.0,505.0,117.0,84.0,Southern Metropolitan
1004,3,h,1200000.0,S,9.3,2.0,2.0,494.0,135.0,104.0,Southern Metropolitan
1005,2,h,1001000.0,S,9.3,2.0,1.0,255.0,85.0,134.0,Southern Metropolitan
1006,3,h,1330000.0,S,9.3,1.0,1.0,312.0,123.0,98.0,Southern Metropolitan
1007,4,h,1570000.0,S,9.3,2.0,2.0,641.0,215.0,54.0,Southern Metropolitan
1008,4,h,1916000.0,S,9.3,2.0,2.0,630.0,205.0,114.0,Southern Metropolitan
1009,4,h,890000.0,VB,13.6,3.0,2.0,288.0,158.0,10.0,Southern Metropolitan
1010,3,u,700000.0,S,13.6,2.0,1.0,224.0,94.0,18.0,Southern Metropolitan
1011,3,t,865000.0,S,13.6,2.0,2.0,277.0,143.0,14.0,Southern Metropolitan
1012,4,t,1042500.0,S,13.6,3.0,2.0,209.0,160.0,8.0,Southern Metropolitan
1013,2,h,1002000.0,S,13.6,1.0,1.0,585.0,97.0,74.0,Southern Metropolitan
1014,3,h,650000.0,PI,13.6,2.0,2.0,160.0,101.0,24.0,Southern Metropolitan
1015,4,t,965000.0,SP,13.6,3.0,2.0,273.0,182.0,12.0,Southern Metropolitan
1016,3,h,1301000.0,S,13.6,1.0,2.0,620.0,88.0,54.0,Southern Metropolitan
1017,4,h,1415500.0,S,13.6,2.0,1.0,1033.0,164.0,74.0,Southern Metropolitan
1018,4,h,1260000.0,S,13.6,2.0,2.0,500.0,277.0,23.0,Southern Metropolitan
1019,3,h,1000000.0,SP,13.6,1.0,2.0,630.0,105.0,64.0,Southern Metropolitan
1020,3,t,845000.0,S,13.6,2.0,1.0,177.0,111.0,12.0,Southern Metropolitan
1021,4,t,881000.0,S,13.6,2.0,1.0,188.0,137.0,10.0,Southern Metropolitan
1022,2,h,780000.0,S,3.4,1.0,1.0,155.0,85.0,144.0,Northern Metropolitan
1023,3,h,1060000.0,S,3.4,1.0,0.0,193.0,98.0,124.0,Northern Metropolitan
1024,3,t,930000.0,S,3.4,2.0,1.0,124.0,116.0,24.0,Northern Metropolitan
1025,2,h,1075000.0,S,3.4,1.0,1.0,174.0,85.0,134.0,Northern Metropolitan
1026,2,h,1105000.0,S,3.4,1.0,1.0,185.0,84.0,114.0,Northern Metropolitan
1027,2,h,1209000.0,S,3.4,1.0,1.0,140.0,97.0,114.0,Northern Metropolitan
1028,4,h,3010000.0,S,3.4,3.0,2.0,382.0,250.0,121.0,Northern Metropolitan
1029,2,h,1435000.0,S,3.4,1.0,2.0,239.0,96.0,124.0,Northern Metropolitan
1030,2,h,1290000.0,S,3.4,1.0,0.0,164.0,99.0,134.0,Northern Metropolitan
1031,2,u,495000.0,S,3.4,1.0,1.0,515.0,50.0,54.0,Northern Metropolitan
1032,3,h,1370000.0,S,3.4,2.0,1.0,176.0,135.0,134.0,Northern Metropolitan
1033,2,h,1450000.0,VB,3.4,1.0,0.0,156.0,107.0,134.0,Northern Metropolitan
1034,2,u,885500.0,S,3.4,2.0,2.0,0.0,136.0,19.0,Northern Metropolitan
1035,3,t,825000.0,SP,3.4,3.0,1.0,67.0,119.0,14.0,Northern Metropolitan
1036,4,h,1506000.0,S,3.4,2.0,0.0,162.0,169.0,29.0,Northern Metropolitan
1037,3,h,1360000.0,S,3.4,1.0,0.0,118.0,118.0,144.0,Northern Metropolitan
1038,2,h,850000.0,SP,7.8,1.0,1.0,371.0,93.0,94.0,Northern Metropolitan
1039,3,h,784000.0,S,7.8,1.0,1.0,286.0,110.0,134.0,Northern Metropolitan
1040,3,h,680000.0,S,7.8,1.0,0.0,702.0,108.0,74.0,Northern Metropolitan
1041,2,t,807000.0,S,7.8,2.0,1.0,0.0,176.0,14.0,Northern Metropolitan
1042,3,h,675000.0,PI,7.8,1.0,2.0,142.0,123.0,19.0,Northern Metropolitan
1043,3,h,1202000.0,S,7.8,2.0,2.0,423.0,140.0,84.0,Northern Metropolitan
1044,3,h,1370000.0,S,7.8,1.0,1.0,233.0,180.0,134.0,Northern Metropolitan
1045,3,h,1000000.0,VB,7.8,2.0,3.0,370.0,110.0,104.0,Northern Metropolitan
1046,4,h,145000.0,PI,7.8,1.0,1.0,536.0,164.0,114.0,Northern Metropolitan
1047,3,h,860000.0,S,7.8,1.0,1.0,283.0,109.0,109.0,Northern Metropolitan
1048,2,h,953000.0,S,7.8,1.0,1.0,170.0,101.0,134.0,Northern Metropolitan
1049,2,h,735000.0,SP,7.8,1.0,1.0,280.0,93.0,124.0,Northern Metropolitan
1050,3,h,947000.0,S,7.8,1.0,1.0,372.0,125.0,104.0,Northern Metropolitan
1051,2,u,500000.0,SP,7.8,1.0,1.0,0.0,74.0,54.0,Northern Metropolitan
1052,2,u,466000.0,S,7.8,1.0,1.0,0.0,62.0,44.0,Northern Metropolitan
1053,3,t,740000.0,VB,7.8,2.0,1.0,255.0,164.0,10.0,Northern Metropolitan
1054,3,h,812000.0,S,7.8,1.0,1.0,370.0,130.0,94.0,Northern Metropolitan
1055,3,h,766000.0,S,7.8,1.0,0.0,378.0,124.0,94.0,Northern Metropolitan
1056,3,h,825000.0,S,7.8,1.0,1.0,374.0,118.0,114.0,Northern Metropolitan
1057,4,h,1131000.0,S,7.8,2.0,2.0,494.0,300.0,23.0,Northern Metropolitan
1058,3,h,1064000.0,SP,7.8,2.0,1.0,417.0,178.0,84.0,Northern Metropolitan
1059,3,h,1210000.0,S,7.8,1.0,1.0,379.0,125.0,99.0,Northern Metropolitan
1060,2,u,434000.0,S,7.8,1.0,1.0,0.0,80.0,59.0,Northern Metropolitan
1061,2,u,653000.0,SP,7.8,1.0,1.0,129.0,107.0,12.0,Northern Metropolitan
1062,3,t,640000.0,S,7.8,1.0,2.0,119.0,109.0,29.0,Northern Metropolitan
1063,3,h,1130000.0,SP,7.8,1.0,2.0,735.0,127.0,104.0,Northern Metropolitan
1064,3,h,763000.0,S,7.8,2.0,1.0,107.0,110.0,30.0,Northern Metropolitan
1065,2,h,903000.0,S,7.8,1.0,1.0,253.0,94.0,114.0,Northern Metropolitan
1066,3,h,1000000.0,S,7.8,1.0,1.0,431.0,117.0,54.0,Northern Metropolitan
1067,4,h,1742000.0,SP,7.8,2.0,4.0,482.0,256.0,18.0,Northern Metropolitan
1068,4,h,865000.0,S,7.8,1.0,1.0,452.0,125.0,99.0,Northern Metropolitan
1069,2,u,485000.0,VB,7.8,2.0,1.0,0.0,96.0,144.0,Northern Metropolitan
1070,3,h,1278000.0,S,7.8,2.0,3.0,405.0,156.0,94.0,Northern Metropolitan
1071,3,t,590000.0,VB,7.8,2.0,2.0,0.0,109.0,11.0,Northern Metropolitan
1072,4,h,1136000.0,S,7.8,3.0,1.0,420.0,146.0,104.0,Northern Metropolitan
1073,2,t,635000.0,S,7.8,1.0,1.0,97.0,95.0,10.0,Northern Metropolitan
1074,4,h,1400000.0,S,7.8,1.0,1.0,856.0,189.0,54.0,Northern Metropolitan
1075,3,h,1260000.0,S,7.8,2.0,0.0,407.0,230.0,94.0,Northern Metropolitan
1076,3,h,841000.0,S,7.8,1.0,3.0,385.0,98.0,104.0,Northern Metropolitan
1077,2,u,537500.0,S,7.8,1.0,1.0,0.0,73.0,49.0,Northern Metropolitan
1078,2,t,598000.0,S,7.8,1.0,1.0,108.0,100.0,17.0,Northern Metropolitan
1079,3,h,1120000.0,S,7.8,2.0,1.0,293.0,180.0,18.0,Northern Metropolitan
1080,3,h,870000.0,S,7.8,1.0,1.0,371.0,100.0,44.0,Northern Metropolitan
1081,3,h,680000.0,PI,7.8,1.0,2.0,462.0,72.0,104.0,Northern Metropolitan
1082,3,h,825000.0,S,7.8,1.0,2.0,577.0,131.0,104.0,Northern Metropolitan
1083,3,h,725000.0,S,7.8,1.0,0.0,238.0,131.0,124.0,Northern Metropolitan
1084,4,h,1250000.0,VB,7.8,3.0,1.0,515.0,249.0,124.0,Northern Metropolitan
1085,2,h,1008000.0,S,7.8,1.0,3.0,457.0,89.0,84.0,Northern Metropolitan
1086,4,h,990000.0,SP,7.8,1.0,1.0,488.0,142.0,94.0,Northern Metropolitan
1087,2,u,451000.0,S,7.8,1.0,1.0,0.0,72.0,54.0,Northern Metropolitan
1088,2,h,635000.0,S,7.8,2.0,3.0,339.0,149.0,104.0,Northern Metropolitan
1089,5,h,1020000.0,PI,7.8,2.0,4.0,381.0,286.0,39.0,Northern Metropolitan
1090,3,h,1025000.0,VB,7.8,1.0,3.0,336.0,112.0,74.0,Northern Metropolitan
1091,3,h,700000.0,SP,7.8,1.0,1.0,138.0,102.0,24.0,Northern Metropolitan
1092,3,h,1130000.0,S,7.8,1.0,3.0,206.0,80.0,79.0,Northern Metropolitan
1093,4,h,1075000.0,S,7.8,1.0,4.0,531.0,187.0,99.0,Northern Metropolitan
1094,3,t,600000.0,S,7.8,1.0,1.0,102.0,95.0,48.0,Northern Metropolitan
1095,4,h,1150000.0,PI,7.8,2.0,2.0,43.0,205.0,94.0,Northern Metropolitan
1096,2,u,515000.0,S,7.8,1.0,2.0,0.0,70.0,54.0,Northern Metropolitan
1097,2,h,472000.0,S,7.8,1.0,1.0,500.0,69.0,49.0,Northern Metropolitan
1098,2,h,901000.0,S,7.8,1.0,1.0,545.0,107.0,84.0,Northern Metropolitan
1099,2,h,605000.0,S,7.8,1.0,1.0,0.0,13.0,55.0,Northern Metropolitan
1100,3,t,687000.0,S,7.8,1.0,1.0,116.0,140.0,29.0,Northern Metropolitan
1101,4,h,975000.0,PI,7.8,2.0,2.0,307.0,203.0,28.0,Northern Metropolitan
1102,3,h,1370000.0,S,7.8,1.0,1.0,563.0,130.0,94.0,Northern Metropolitan
1103,2,h,700000.0,VB,7.8,1.0,2.0,381.0,92.0,99.0,Northern Metropolitan
1104,3,t,810000.0,S,7.8,2.0,1.0,213.0,131.0,14.0,Northern Metropolitan
1105,4,h,838000.0,S,7.8,1.0,1.0,576.0,147.0,64.0,Northern Metropolitan
1106,4,h,1150000.0,PI,7.8,1.0,2.0,633.0,164.0,34.0,Northern Metropolitan
1107,4,h,931000.0,SP,7.8,1.0,1.0,412.0,160.0,104.0,Northern Metropolitan
1108,1,u,241000.0,S,7.8,1.0,1.0,0.0,62.0,48.0,Northern Metropolitan
1109,2,h,981000.0,S,7.8,1.0,1.0,263.0,114.0,114.0,Northern Metropolitan
1110,2,t,570000.0,S,7.8,1.0,1.0,0.0,86.0,124.0,Northern Metropolitan
1111,2,h,500000.0,S,7.8,1.0,1.0,113.0,70.0,54.0,Northern Metropolitan
1112,3,h,655000.0,SP,9.2,1.0,0.0,404.0,98.0,74.0,Northern Metropolitan
1113,3,t,631000.0,S,9.2,1.0,1.0,178.0,120.0,12.0,Northern Metropolitan
1114,2,t,600000.0,S,9.2,1.0,1.0,145.0,105.0,14.0,Northern Metropolitan
1115,3,h,715000.0,SP,9.2,2.0,2.0,173.0,120.0,14.0,Northern Metropolitan
1116,3,h,864000.0,S,9.2,1.0,2.0,565.0,115.0,74.0,Northern Metropolitan
1117,3,h,700000.0,S,9.2,1.0,2.0,626.0,108.0,74.0,Northern Metropolitan
1118,2,t,591000.0,S,9.2,1.0,1.0,0.0,86.0,16.0,Northern Metropolitan
1119,3,h,860000.0,S,9.2,1.0,3.0,586.0,145.0,74.0,Northern Metropolitan
1120,2,h,765000.0,S,9.2,1.0,2.0,563.0,116.0,99.0,Northern Metropolitan
